hour	count
0	2
1	6
2	1
3	0
4	1
5	3
6	1
7	2
8	3
9	2
10	6
11	4
12	4
13	8
14	5
15	7
16	3
17	5
18	5
19	2
20	7
21	5
22	4
23	6
