hour	count
12AM	2
1AM	2
2AM	1
3AM	1
4AM	0
5AM	2
6AM	0
7AM	1
8AM	0
9AM	2
10AM	1
11AM	4
12PM	3
1PM	0
2PM	7
3PM	1
4PM	4
5PM	4
6PM	3
7PM	1
8PM	5
9PM	2
10PM	1
11PM	1
