hour	count
0	1
1	1
2	0
3	0
4	0
5	0
6	0
7	2
8	1
9	0
10	0
11	1
12	0
13	0
14	0
15	1
16	1
17	1
18	2
19	0
20	1
21	1
22	2
23	3
