hour	count
0	0
1	1
2	0
3	1
4	3
5	0
6	2
7	2
8	2
9	2
10	7
11	2
12	6
13	3
14	2
15	5
16	7
17	3
18	5
19	3
20	6
21	6
22	6
23	3
