hour	count
12AM	4
1AM	3
2AM	2
3AM	0
4AM	1
5AM	1
6AM	0
7AM	0
8AM	2
9AM	1
10AM	0
11AM	0
12PM	1
1PM	0
2PM	2
3PM	1
4PM	1
5PM	1
6PM	2
7PM	2
8PM	3
9PM	1
10PM	0
11PM	0
