hour	count
12AM	0
1AM	1
2AM	0
3AM	1
4AM	1
5AM	0
6AM	3
7AM	2
8AM	1
9AM	1
10AM	1
11AM	1
12PM	0
1PM	0
2PM	0
3PM	1
4PM	1
5PM	2
6PM	0
7PM	1
8PM	1
9PM	0
10PM	1
11PM	3
