hour	count
12AM	1
1AM	0
2AM	0
3AM	1
4AM	0
5AM	1
6AM	0
7AM	1
8AM	3
9AM	1
10AM	1
11AM	1
12PM	0
1PM	2
2PM	1
3PM	5
4PM	4
5PM	3
6PM	4
7PM	3
8PM	1
9PM	3
10PM	1
11PM	2
