hour	count
12AM	0
1AM	0
2AM	2
3AM	0
4AM	0
5AM	0
6AM	0
7AM	0
8AM	1
9AM	0
10AM	0
11AM	0
12PM	1
1PM	0
2PM	1
3PM	0
4PM	1
5PM	1
6PM	1
7PM	1
8PM	4
9PM	0
10PM	1
11PM	0
