hour	count
12AM	0
1AM	1
2AM	0
3AM	0
4AM	0
5AM	0
6AM	0
7AM	0
8AM	0
9AM	0
10AM	0
11AM	0
12PM	1
1PM	0
2PM	1
3PM	2
4PM	1
5PM	1
6PM	1
7PM	0
8PM	0
9PM	2
10PM	1
11PM	0
