hour	count
12AM	1
1AM	0
2AM	0
3AM	1
4AM	0
5AM	0
6AM	2
7AM	0
8AM	1
9AM	0
10AM	2
11AM	0
12PM	2
1PM	0
2PM	1
3PM	0
4PM	0
5PM	0
6PM	0
7PM	1
8PM	0
9PM	0
10PM	1
11PM	0
