hour	count
12AM	1
1AM	7
2AM	1
3AM	1
4AM	0
5AM	1
6AM	2
7AM	5
8AM	0
9AM	2
10AM	6
11AM	2
12PM	6
1PM	7
2PM	5
3PM	5
4PM	4
5PM	0
6PM	4
7PM	8
8PM	6
9PM	1
10PM	3
11PM	4
