hour	count
12AM	1
1AM	3
2AM	1
3AM	0
4AM	1
5AM	1
6AM	0
7AM	0
8AM	0
9AM	1
10AM	1
11AM	0
12PM	0
1PM	0
2PM	2
3PM	2
4PM	3
5PM	0
6PM	3
7PM	0
8PM	0
9PM	3
10PM	0
11PM	2
