hour	count
0	2
1	1
2	2
3	2
4	2
5	0
6	2
7	2
8	2
9	0
10	2
11	5
12	0
13	1
14	2
15	1
16	3
17	4
18	2
19	1
20	0
21	4
22	1
23	1
