hour	count
0	0
1	2
2	0
3	0
4	0
5	0
6	3
7	0
8	1
9	2
10	1
11	0
12	5
13	2
14	1
15	1
16	1
17	3
18	2
19	1
20	0
21	3
22	1
23	3
