hour	count
12AM	0
1AM	0
2AM	1
3AM	0
4AM	3
5AM	0
6AM	1
7AM	0
8AM	0
9AM	0
10AM	0
11AM	0
12PM	0
1PM	1
2PM	0
3PM	4
4PM	1
5PM	0
6PM	2
7PM	0
8PM	2
9PM	1
10PM	0
11PM	0
