hour	count
0	4
1	0
2	2
3	0
4	2
5	0
6	0
7	2
8	0
9	0
10	1
11	3
12	0
13	0
14	0
15	0
16	0
17	1
18	0
19	0
20	0
21	2
22	2
23	2
