hour	count
12AM	2
1AM	3
2AM	3
3AM	1
4AM	1
5AM	3
6AM	2
7AM	7
8AM	10
9AM	4
10AM	7
11AM	6
12PM	6
1PM	4
2PM	5
3PM	1
4PM	1
5PM	5
6PM	11
7PM	7
8PM	2
9PM	6
10PM	8
11PM	4
