hour	count
12AM	0
1AM	0
2AM	2
3AM	0
4AM	1
5AM	0
6AM	0
7AM	0
8AM	2
9AM	4
10AM	0
11AM	2
12PM	3
1PM	1
2PM	4
3PM	1
4PM	6
5PM	1
6PM	2
7PM	1
8PM	3
9PM	2
10PM	1
11PM	4
