hour	count
0	3
1	0
2	0
3	2
4	0
5	2
6	0
7	0
8	2
9	1
10	1
11	1
12	2
13	1
14	1
15	1
16	1
17	0
18	0
19	1
20	3
21	1
22	3
23	0
