hour	count
12AM	0
1AM	0
2AM	0
3AM	0
4AM	1
5AM	2
6AM	1
7AM	0
8AM	0
9AM	1
10AM	2
11AM	2
12PM	1
1PM	2
2PM	0
3PM	0
4PM	2
5PM	0
6PM	1
7PM	0
8PM	1
9PM	2
10PM	0
11PM	1
