hour	count
12AM	1
1AM	1
2AM	0
3AM	0
4AM	0
5AM	0
6AM	0
7AM	1
8AM	0
9AM	1
10AM	0
11AM	2
12PM	0
1PM	1
2PM	2
3PM	0
4PM	1
5PM	2
6PM	0
7PM	0
8PM	1
9PM	2
10PM	0
11PM	0
