hour	count
12AM	5
1AM	4
2AM	2
3AM	3
4AM	1
5AM	1
6AM	1
7AM	5
8AM	3
9AM	1
10AM	2
11AM	0
12PM	7
1PM	3
2PM	2
3PM	2
4PM	3
5PM	5
6PM	4
7PM	1
8PM	1
9PM	2
10PM	0
11PM	0
