hour	count
12AM	1
1AM	0
2AM	1
3AM	1
4AM	0
5AM	0
6AM	1
7AM	0
8AM	0
9AM	0
10AM	1
11AM	0
12PM	3
1PM	2
2PM	0
3PM	1
4PM	2
5PM	1
6PM	1
7PM	2
8PM	1
9PM	1
10PM	0
11PM	2
