hour	count
12AM	2
1AM	0
2AM	0
3AM	1
4AM	2
5AM	0
6AM	1
7AM	1
8AM	2
9AM	1
10AM	0
11AM	0
12PM	0
1PM	1
2PM	3
3PM	0
4PM	2
5PM	2
6PM	1
7PM	1
8PM	1
9PM	3
10PM	0
11PM	0
