hour	count
12AM	1
1AM	1
2AM	0
3AM	0
4AM	1
5AM	0
6AM	0
7AM	0
8AM	1
9AM	0
10AM	0
11AM	1
12PM	0
1PM	0
2PM	0
3PM	0
4PM	1
5PM	0
6PM	0
7PM	0
8PM	0
9PM	0
10PM	1
11PM	0
