hour	count
12AM	4
1AM	1
2AM	0
3AM	1
4AM	1
5AM	0
6AM	0
7AM	2
8AM	0
9AM	1
10AM	1
11AM	3
12PM	1
1PM	0
2PM	3
3PM	0
4PM	1
5PM	0
6PM	2
7PM	0
8PM	4
9PM	7
10PM	4
11PM	0
