hour	count
12AM	7
1AM	10
2AM	9
3AM	3
4AM	6
5AM	3
6AM	0
7AM	2
8AM	2
9AM	5
10AM	3
11AM	6
12PM	4
1PM	6
2PM	11
3PM	4
4PM	11
5PM	8
6PM	7
7PM	4
8PM	11
9PM	5
10PM	5
11PM	5
