hour	count
12AM	4
1AM	2
2AM	2
3AM	0
4AM	1
5AM	0
6AM	0
7AM	0
8AM	0
9AM	4
10AM	0
11AM	1
12PM	0
1PM	0
2PM	2
3PM	2
4PM	3
5PM	0
6PM	0
7PM	1
8PM	1
9PM	2
10PM	1
11PM	2
