hour	count
0	0
1	4
2	5
3	3
4	4
5	3
6	1
7	6
8	5
9	1
10	5
11	5
12	3
13	1
14	5
15	3
16	5
17	5
18	5
19	4
20	8
21	5
22	4
23	4
