hour	count
0	2
1	1
2	4
3	0
4	1
5	1
6	2
7	2
8	1
9	4
10	3
11	2
12	4
13	3
14	0
15	2
16	4
17	0
18	5
19	2
20	1
21	2
22	5
23	3
