hour	count
12AM	0
1AM	0
2AM	1
3AM	1
4AM	0
5AM	1
6AM	2
7AM	1
8AM	1
9AM	1
10AM	1
11AM	1
12PM	0
1PM	0
2PM	0
3PM	1
4PM	2
5PM	3
6PM	2
7PM	4
8PM	1
9PM	0
10PM	4
11PM	1
