hour	count
12AM	1
1AM	0
2AM	0
3AM	0
4AM	0
5AM	1
6AM	0
7AM	2
8AM	2
9AM	4
10AM	0
11AM	1
12PM	0
1PM	0
2PM	0
3PM	1
4PM	0
5PM	0
6PM	1
7PM	0
8PM	5
9PM	1
10PM	0
11PM	0
