hour	count
12AM	0
1AM	3
2AM	0
3AM	0
4AM	1
5AM	0
6AM	1
7AM	0
8AM	1
9AM	0
10AM	0
11AM	1
12PM	1
1PM	0
2PM	2
3PM	0
4PM	1
5PM	0
6PM	1
7PM	4
8PM	0
9PM	4
10PM	2
11PM	1
