hour	count
12AM	0
1AM	1
2AM	3
3AM	1
4AM	0
5AM	0
6AM	0
7AM	1
8AM	1
9AM	1
10AM	1
11AM	0
12PM	0
1PM	0
2PM	0
3PM	1
4PM	0
5PM	0
6PM	1
7PM	4
8PM	3
9PM	3
10PM	3
11PM	1
