hour	count
12AM	1
1AM	0
2AM	1
3AM	3
4AM	1
5AM	0
6AM	0
7AM	0
8AM	0
9AM	0
10AM	0
11AM	0
12PM	0
1PM	2
2PM	0
3PM	2
4PM	0
5PM	1
6PM	0
7PM	0
8PM	1
9PM	1
10PM	1
11PM	0
