hour	count
12AM	2
1AM	1
2AM	1
3AM	0
4AM	0
5AM	0
6AM	1
7AM	1
8AM	0
9AM	1
10AM	1
11AM	1
12PM	1
1PM	0
2PM	2
3PM	0
4PM	4
5PM	3
6PM	1
7PM	0
8PM	0
9PM	1
10PM	2
11PM	1
