hour	count
12AM	1
1AM	0
2AM	0
3AM	0
4AM	1
5AM	0
6AM	0
7AM	0
8AM	3
9AM	0
10AM	0
11AM	0
12PM	3
1PM	1
2PM	1
3PM	3
4PM	1
5PM	0
6PM	0
7PM	1
8PM	0
9PM	3
10PM	2
11PM	0
