hour	count
12AM	2
1AM	2
2AM	0
3AM	0
4AM	1
5AM	0
6AM	1
7AM	1
8AM	0
9AM	2
10AM	1
11AM	2
12PM	1
1PM	0
2PM	0
3PM	1
4PM	0
5PM	0
6PM	1
7PM	3
8PM	2
9PM	1
10PM	2
11PM	1
