hour	count
12AM	0
1AM	1
2AM	2
3AM	0
4AM	0
5AM	0
6AM	0
7AM	1
8AM	0
9AM	2
10AM	1
11AM	2
12PM	1
1PM	2
2PM	1
3PM	1
4PM	0
5PM	4
6PM	1
7PM	1
8PM	1
9PM	0
10PM	0
11PM	0
