hour	count
0	2
1	1
2	2
3	2
4	0
5	0
6	1
7	0
8	2
9	0
10	0
11	2
12	2
13	1
14	0
15	1
16	3
17	2
18	1
19	4
20	1
21	1
22	2
23	2
