hour	count
0	0
1	3
2	1
3	0
4	0
5	0
6	0
7	0
8	0
9	2
10	2
11	0
12	1
13	3
14	1
15	0
16	1
17	0
18	1
19	4
20	1
21	3
22	1
23	4
