hour	count
0	0
1	2
2	0
3	0
4	0
5	0
6	1
7	2
8	1
9	1
10	1
11	2
12	1
13	0
14	2
15	0
16	1
17	2
18	0
19	2
20	0
21	1
22	1
23	1
