hour	count
12AM	1
1AM	2
2AM	0
3AM	2
4AM	1
5AM	0
6AM	0
7AM	2
8AM	0
9AM	0
10AM	2
11AM	1
12PM	4
1PM	1
2PM	0
3PM	1
4PM	0
5PM	0
6PM	2
7PM	2
8PM	0
9PM	0
10PM	0
11PM	3
