hour	count
12AM	0
1AM	0
2AM	4
3AM	1
4AM	0
5AM	0
6AM	2
7AM	2
8AM	3
9AM	2
10AM	2
11AM	2
12PM	1
1PM	2
2PM	1
3PM	1
4PM	3
5PM	0
6PM	1
7PM	8
8PM	6
9PM	3
10PM	3
11PM	3
