hour	count
0	3
1	5
2	1
3	0
4	1
5	3
6	3
7	3
8	3
9	3
10	4
11	5
12	3
13	3
14	3
15	0
16	2
17	1
18	1
19	3
20	2
21	4
22	1
23	1
