hour	count
12AM	1
1AM	1
2AM	1
3AM	2
4AM	1
5AM	3
6AM	0
7AM	2
8AM	0
9AM	0
10AM	1
11AM	0
12PM	0
1PM	3
2PM	0
3PM	1
4PM	4
5PM	1
6PM	2
7PM	0
8PM	2
9PM	5
10PM	2
11PM	1
