hour	count
0	5
1	17
2	5
3	4
4	2
5	2
6	2
7	5
8	7
9	7
10	3
11	6
12	5
13	4
14	8
15	5
16	8
17	5
18	7
19	6
20	11
21	7
22	9
23	7
