hour	count
12AM	1
1AM	1
2AM	1
3AM	1
4AM	1
5AM	0
6AM	1
7AM	2
8AM	1
9AM	4
10AM	3
11AM	6
12PM	2
1PM	1
2PM	8
3PM	4
4PM	3
5PM	3
6PM	2
7PM	6
8PM	5
9PM	2
10PM	2
11PM	3
