hour	count
12AM	0
1AM	0
2AM	1
3AM	1
4AM	1
5AM	3
6AM	1
7AM	4
8AM	3
9AM	4
10AM	1
11AM	1
12PM	4
1PM	1
2PM	6
3PM	1
4PM	1
5PM	1
6PM	1
7PM	1
8PM	2
9PM	1
10PM	2
11PM	3
