hour	count
0	0
1	0
2	1
3	0
4	1
5	0
6	0
7	0
8	1
9	2
10	1
11	1
12	1
13	2
14	0
15	1
16	0
17	2
18	0
19	0
20	3
21	1
22	1
23	1
