hour	count
12AM	2
1AM	2
2AM	2
3AM	2
4AM	0
5AM	3
6AM	4
7AM	4
8AM	1
9AM	7
10AM	1
11AM	4
12PM	5
1PM	5
2PM	4
3PM	3
4PM	3
5PM	2
6PM	4
7PM	3
8PM	2
9PM	5
10PM	2
11PM	1
