hour	count
12AM	2
1AM	0
2AM	4
3AM	3
4AM	0
5AM	0
6AM	0
7AM	1
8AM	3
9AM	2
10AM	1
11AM	3
12PM	0
1PM	0
2PM	1
3PM	1
4PM	1
5PM	1
6PM	1
7PM	1
8PM	1
9PM	0
10PM	7
11PM	1
