hour	count
0	0
1	0
2	1
3	1
4	0
5	2
6	0
7	5
8	0
9	4
10	2
11	1
12	1
13	1
14	0
15	0
16	2
17	0
18	1
19	0
20	0
21	0
22	0
23	0
