hour	count
0	1
1	0
2	1
3	1
4	0
5	2
6	0
7	0
8	2
9	2
10	2
11	0
12	4
13	0
14	0
15	0
16	1
17	2
18	3
19	5
20	2
21	1
22	4
23	1
