hour	count
12AM	3
1AM	3
2AM	3
3AM	3
4AM	0
5AM	0
6AM	0
7AM	1
8AM	4
9AM	0
10AM	1
11AM	1
12PM	1
1PM	0
2PM	1
3PM	2
4PM	1
5PM	4
6PM	0
7PM	0
8PM	2
9PM	2
10PM	1
11PM	1
