hour	count
12AM	5
1AM	0
2AM	5
3AM	5
4AM	4
5AM	4
6AM	3
7AM	7
8AM	9
9AM	4
10AM	6
11AM	9
12PM	6
1PM	8
2PM	8
3PM	9
4PM	5
5PM	6
6PM	9
7PM	10
8PM	5
9PM	4
10PM	8
11PM	2
