hour	count
12AM	0
1AM	0
2AM	1
3AM	2
4AM	1
5AM	1
6AM	0
7AM	0
8AM	0
9AM	1
10AM	0
11AM	0
12PM	0
1PM	0
2PM	1
3PM	0
4PM	0
5PM	1
6PM	0
7PM	1
8PM	0
9PM	2
10PM	0
11PM	1
