hour	count
12AM	0
1AM	0
2AM	2
3AM	0
4AM	0
5AM	0
6AM	0
7AM	2
8AM	1
9AM	1
10AM	0
11AM	0
12PM	1
1PM	1
2PM	1
3PM	2
4PM	5
5PM	3
6PM	0
7PM	0
8PM	0
9PM	0
10PM	2
11PM	1
