hour	count
12AM	2
1AM	7
2AM	1
3AM	1
4AM	4
5AM	0
6AM	3
7AM	3
8AM	6
9AM	3
10AM	5
11AM	6
12PM	8
1PM	5
2PM	0
3PM	5
4PM	2
5PM	4
6PM	2
7PM	11
8PM	1
9PM	0
10PM	3
11PM	2
