hour	count
0	0
1	0
2	0
3	0
4	0
5	0
6	1
7	1
8	1
9	0
10	0
11	1
12	0
13	0
14	0
15	0
16	2
17	0
18	1
19	0
20	0
21	2
22	0
23	0
