hour	count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	2
8	0
9	0
10	0
11	1
12	0
13	2
14	1
15	0
16	2
17	0
18	1
19	0
20	1
21	1
22	0
23	2
