hour	count
0	2
1	0
2	1
3	1
4	0
5	1
6	1
7	0
8	1
9	1
10	2
11	1
12	1
13	3
14	2
15	2
16	1
17	2
18	2
19	0
20	1
21	1
22	1
23	2
