hour	count
12AM	6
1AM	0
2AM	1
3AM	1
4AM	0
5AM	0
6AM	3
7AM	1
8AM	1
9AM	2
10AM	1
11AM	1
12PM	0
1PM	0
2PM	1
3PM	1
4PM	1
5PM	1
6PM	3
7PM	4
8PM	3
9PM	3
10PM	1
11PM	2
