hour	count
0	0
1	1
2	2
3	1
4	0
5	0
6	1
7	0
8	1
9	0
10	2
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	1
19	2
20	1
21	2
22	0
23	1
